,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,PASSING,PASSING,PASSING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,DEFENSE,DEFENSE,DEFENSE,DEFENSE,Unnamed: 17_level_0,Unnamed: 18_level_0
,RK,NAME,TEAM,POS,GP,YDS,TD,INT,YDS,TD,REC,YDS,TD,SCK,INT,FF,FR,FPTS/G,FPTS
0,1,Daunte Culpepper,MIN,QB,16,4717,39,11,406,2,0,0,0,0,0,0,0,23.3,373.3
1,2,Peyton Manning,IND,QB,16,4557,49,10,38,0,0,0,0,0,0,0,0,22.5,360.1
2,3,Tiki Barber,NYG,RB,16,0,0,0,1518,13,52,578,2,0,0,0,0,21.7,347.6
3,4,LaDainian Tomlinson,LAC,RB,15,38,0,0,1335,17,53,441,1,0,0,0,0,22.4,336.1
4,5,Muhsin Muhammad II,CAR,WR,16,0,0,0,15,0,93,1405,16,0,0,0,0,20.6,329.0
5,6,Shaun Alexander,SEA,RB,16,0,0,0,1696,16,23,170,4,0,0,0,0,20.2,323.6
6,7,Domanick Davis,HOU,RB,15,0,0,0,1188,13,68,588,1,0,0,0,0,21.4,321.6
7,8,Curtis Martin,NYJ,RB,16,0,0,0,1697,12,41,245,2,0,0,0,0,19.9,319.2
8,9,Edgerrin James,IND,RB,16,0,0,0,1548,9,51,483,0,0,0,0,0,19.1,306.1
9,10,Joe Horn,NO,WR,16,0,0,0,0,0,94,1399,11,0,0,0,0,18.9,301.9
10,11,Javon Walker,GB,WR,16,0,0,0,0,0,89,1382,12,0,0,0,0,18.4,295.2
11,12,Donovan McNabb,PHI,QB,15,3875,31,8,220,3,0,0,0,0,0,0,0,19.4,291.0
12,13,Torry Holt,LAR,WR,16,0,0,0,0,0,94,1372,10,0,0,0,0,18.1,289.2
13,14,Marvin Harrison,IND,WR,16,0,0,0,0,0,86,1113,15,0,0,0,0,17.8,285.3
14,15,Chad Johnson,CIN,WR,16,0,0,0,39,0,95,1274,9,0,0,0,0,17.5,280.3
15,16,Terrell Owens,PHI,WR,14,0,0,0,-5,0,77,1200,14,0,0,0,0,19.9,278.5
