,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,PASSING,PASSING,PASSING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,DEFENSE,DEFENSE,DEFENSE,DEFENSE,Unnamed: 17_level_0,Unnamed: 18_level_0
,RK,NAME,TEAM,POS,GP,YDS,TD,INT,YDS,TD,REC,YDS,TD,SCK,INT,FF,FR,FPTS/G,FPTS
0,1,Adrian Peterson,MIN,RB,16,0,0,0,2097,12,40,217,1,0,0,0,0,21.7,347.4
1,2,Drew Brees,NO,QB,16,5177,43,19,5,1,0,0,0,0,0,0,0,21.6,345.6
2,3,Aaron Rodgers,GB,QB,16,4295,39,8,259,2,1,-1,0,0,0,0,0,21.5,344.6
3,4,Calvin Johnson,DET,WR,16,0,0,0,0,0,122,1964,5,0,0,0,0,21.4,342.4
4,5,Tom Brady,NE,QB,16,4827,34,8,32,4,0,0,0,0,0,0,0,21.3,340.3
5,6,Brandon Marshall,CHI,WR,16,0,0,0,-2,0,118,1508,11,0,0,0,0,20.9,334.6
6,7,Cam Newton,CAR,QB,16,3869,19,12,741,8,0,6,0,0,0,0,0,20.2,323.5
7,8,Robert Griffin III,WAS,QB,15,3200,20,5,815,7,0,0,0,0,0,0,0,21.2,317.5
8,9,Doug Martin,TB,RB,16,0,0,0,1454,11,49,472,1,0,0,0,0,19.5,311.6
9,10,Peyton Manning,DEN,QB,16,4659,37,11,6,0,0,0,0,0,0,0,0,19.4,311.0
10,11,Matt Ryan,ATL,QB,16,4719,32,14,141,1,0,0,0,0,0,0,0,19.1,304.9
11,12,Arian Foster,HOU,RB,16,0,0,0,1424,15,40,217,2,0,0,0,0,18.9,302.1
12,13,A.J. Green,CIN,WR,16,0,0,0,38,0,97,1350,11,0,0,0,0,18.7,299.8
13,14,Dez Bryant,DAL,WR,16,0,0,0,-5,0,92,1382,12,0,0,0,0,18.7,299.7
14,15,Andre Johnson,HOU,WR,16,0,0,0,0,0,112,1598,4,0,0,0,0,18.5,295.8
15,16,Demaryius Thomas,DEN,WR,16,0,0,0,0,0,94,1434,10,0,0,0,0,18.2,291.4
16,17,Wes Welker,NE,WR,16,0,0,0,20,0,118,1354,6,0,0,0,0,18.1,289.4
17,18,Ray Rice,BAL,RB,16,0,0,0,1143,9,61,478,1,0,0,0,0,17.7,283.1
18,19,Tony Romo,DAL,QB,16,4903,28,19,49,1,1,-1,0,0,0,0,0,17.5,279.9
19,20,Matthew Stafford,DET,QB,16,4967,20,17,126,4,1,3,0,0,0,0,0,17.3,276.6
20,21,Andrew Luck,IND,QB,16,4374,23,18,255,5,0,0,0,0,0,0,0,17.3,276.5
21,22,Russell Wilson,SEA,QB,16,3118,26,10,489,4,0,0,0,0,0,0,0,17.2,275.6
22,23,Marshawn Lynch,SEA,RB,16,0,0,0,1590,11,23,196,1,0,0,0,0,16.9,269.6
23,24,Eric Decker,DEN,WR,16,0,0,0,0,0,85,1064,13,0,0,0,0,16.8,269.4
24,25,Roddy White,ATL,WR,16,0,0,0,0,0,92,1351,7,0,0,0,0,16.8,269.1
25,26,Reggie Wayne,IND,WR,16,0,0,0,-5,0,106,1355,5,0,0,0,0,16.8,269.0
26,27,Julio Jones,ATL,WR,16,0,0,0,30,0,79,1198,10,0,0,0,0,16.4,261.8
27,28,Vincent Jackson,TB,WR,16,0,0,0,0,0,72,1384,8,0,0,0,0,16.3,260.4
28,29,CJ Spiller,BUF,RB,16,0,0,0,1244,6,43,459,2,0,0,0,0,16.0,255.3
29,30,Victor Cruz,NYG,WR,16,0,0,0,0,0,86,1092,10,0,0,0,0,15.9,255.2
30,31,Trent Richardson,CLE,RB,15,0,0,0,950,11,51,367,1,0,0,0,0,17.0,254.7
31,32,Marques Colston,NO,WR,16,0,0,0,0,0,83,1154,10,0,0,0,0,15.9,254.4
32,33,Alfred Morris,WAS,RB,16,0,0,0,1613,13,11,77,0,0,0,0,0,15.8,252.0
33,34,Andy Dalton,CIN,QB,16,3669,27,16,120,4,0,0,0,0,0,0,0,15.7,250.8
34,35,Michael Crabtree,SF,WR,16,0,0,0,8,0,85,1105,9,0,0,0,0,15.6,250.3
35,36,Josh Freeman,TB,QB,16,4065,27,17,139,0,0,0,0,0,0,0,0,15.5,248.5
36,37,J.J. Watt,HOU,DE,16,0,0,0,0,0,0,0,0,21,0,4,2,15.3,244.9
37,38,Jamaal Charles,KC,RB,16,0,0,0,1509,5,35,236,1,0,0,0,0,15.0,239.5
38,39,Jimmy Graham,NO,TE,15,0,0,0,0,0,85,982,9,0,0,0,0,15.8,237.2
39,40,Joe Flacco,BAL,QB,16,3817,22,10,22,3,0,0,0,0,0,0,0,14.7,234.9
40,41,Randall Cobb,GB,WR,15,0,0,0,132,0,80,954,8,0,0,0,0,15.6,234.6
41,42,Tony Gonzalez,ATL,TE,16,0,0,0,0,0,93,930,8,0,0,0,0,14.6,234.0
42,43,Eli Manning,NYG,QB,16,3948,26,15,30,0,0,0,0,0,0,0,0,14.6,232.9
43,44,Jason Witten,DAL,TE,16,0,0,0,0,0,110,1039,3,0,0,0,0,14.5,231.9
44,45,Frank Gore,SF,RB,16,0,0,0,1214,9,28,234,1,0,0,0,0,14.4,230.8
45,46,Sam Bradford,LAR,QB,16,3702,21,13,127,1,0,0,0,0,0,0,0,14.4,230.8
46,47,James Jones,GB,WR,16,0,0,0,0,0,64,784,14,0,0,0,0,14.2,226.4
47,48,Carson Palmer,LV,QB,15,4018,22,14,36,1,0,0,0,0,0,0,0,15.0,224.3
48,49,Matt Schaub,HOU,QB,16,4008,22,12,-9,0,1,-6,0,0,0,0,0,14.0,223.8
49,50,Ben Roethlisberger,PIT,QB,13,3265,26,8,92,0,0,0,0,0,0,0,0,17.2,223.8
50,51,Matt Forte,CHI,RB,15,0,0,0,1094,5,44,340,1,0,0,0,0,14.8,221.4
51,52,Mike Williams,TB,WR,16,28,0,0,0,0,63,996,9,0,0,0,0,13.6,217.7
52,53,Steve Johnson,BUF,WR,16,0,0,0,0,0,79,1046,6,0,0,1,1,13.6,217.6
