,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,PASSING,PASSING,PASSING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,DEFENSE,DEFENSE,DEFENSE,DEFENSE,Unnamed: 17_level_0,Unnamed: 18_level_0
22,23,Tom Brady,NE,QB,16,4057,24,8,34,3,0,0,0,0,0,0,0,16.5,263.7
23,24,Keenan Allen,LAC,WR,16,0,0,0,16,0,104,1199,6,0,0,0,0,16.3,261.5
24,25,Leonard Fournette,JAX,RB,15,0,0,0,1152,3,76,522,0,0,0,0,0,17.3,259.4
25,26,Julian Edelman,NE,WR,16,47,1,0,27,0,100,1117,6,0,0,0,0,16.0,256.3
26,27,Nick Chubb,CLE,RB,16,0,0,0,1494,8,36,278,0,0,0,0,0,15.9,255.2
27,28,Allen Robinson II,CHI,WR,16,0,0,0,2,0,98,1147,7,0,0,0,0,15.9,254.9
28,29,Travis Kelce,KC,TE,16,0,0,0,4,1,97,1229,5,0,0,0,0,15.9,254.3
29,30,Alvin Kamara,NO,RB,14,13,0,0,797,5,81,533,1,0,0,0,0,17.8,248.5
30,31,Kenny Golladay,DET,WR,16,0,0,0,0,0,65,1190,11,0,0,0,0,15.5,248.0
31,32,Jared Goff,LAR,QB,16,4638,22,16,40,2,0,0,0,0,0,0,0,15.5,247.5
32,33,Jimmy Garoppolo,SF,QB,16,3978,27,13,62,1,0,0,0,0,0,0,0,15.5,247.3
33,34,Amari Cooper,DAL,WR,16,0,0,0,6,0,79,1189,8,0,0,0,0,15.4,246.5
34,35,DeVante Parker,MIA,WR,16,0,0,0,0,0,72,1202,9,0,0,0,0,15.4,246.2
35,36,Kirk Cousins,MIN,QB,15,3603,26,6,63,1,0,0,0,0,0,0,0,16.3,244.4
36,37,Derek Carr,LV,QB,16,4054,21,8,82,2,0,0,0,0,0,0,0,15.3,244.4
37,38,Saquon Barkley,NYG,RB,13,0,0,0,1003,6,52,438,2,0,0,0,0,18.8,244.1
38,39,Mark Ingram II,BAL,RB,15,0,0,0,1018,10,26,247,5,0,0,0,0,16.2,242.5
39,40,Ryan Fitzpatrick,MIA,QB,15,3529,20,13,243,4,0,0,0,0,0,0,0,16.1,241.5
40,41,Jarvis Landry,CLE,WR,16,0,0,0,10,0,83,1174,6,0,0,0,0,14.8,237.4
41,42,Philip Rivers,LAC,QB,16,4615,23,20,29,0,0,0,0,0,0,0,0,14.7,235.5
42,43,Tyler Lockett,SEA,WR,16,0,0,0,-5,0,82,1057,8,0,0,0,0,14.7,235.2
43,44,Robert Woods,LAR,WR,15,0,0,0,115,1,90,1134,2,0,0,0,0,15.5,232.9
44,45,Mike Evans,TB,WR,13,0,0,0,0,0,67,1157,8,0,0,0,0,17.9,232.7
45,46,Chris Carson,SEA,RB,15,0,0,0,1230,7,37,266,2,0,0,0,0,15.5,232.6
46,47,DJ Moore,CAR,WR,15,0,0,0,40,0,87,1175,4,0,0,0,0,15.4,230.5
47,48,Gardner Minshew,JAX,QB,14,3271,21,6,344,0,0,0,0,0,0,0,0,16.4,229.2
48,49,Baker Mayfield,CLE,QB,16,3827,22,21,141,3,0,0,0,0,0,0,0,14.3,229.2
49,50,DJ Chark,JAX,WR,15,0,0,0,20,0,73,1008,8,0,0,0,0,15.1,225.8
50,51,Joe Mixon,CIN,RB,16,0,0,0,1137,5,35,287,3,0,0,0,0,14.1,225.4
51,52,Drew Brees,NO,QB,11,2979,27,4,-4,1,0,0,0,0,0,0,0,20.4,224.8
52,53,Ryan Tannehill,TEN,QB,12,2742,22,6,185,4,0,0,0,0,0,0,0,18.7,224.2
53,54,Tyler Boyd,CIN,WR,16,0,0,0,23,0,90,1046,5,0,0,0,0,13.9,222.9
54,55,George Kittle,SF,TE,14,0,0,0,22,0,85,1053,5,0,0,0,0,15.9,222.5
55,56,Courtland Sutton,DEN,WR,16,38,0,0,17,0,72,1112,6,0,0,0,0,13.9,222.4
56,57,Darren Waller,LV,TE,16,0,0,0,5,0,90,1145,3,0,0,0,0,13.8,221.0
57,58,John Brown,BUF,WR,15,28,1,0,7,0,72,1060,6,0,0,0,0,14.7,219.8
58,59,Todd Gurley II,LAR,RB,15,0,0,0,857,12,31,207,2,0,0,0,0,14.6,219.4
59,60,Miles Sanders,PHI,RB,16,0,0,0,818,3,50,509,3,0,0,0,0,13.7,218.7
60,61,Jacoby Brissett,IND,QB,15,2942,18,6,228,4,1,2,0,0,0,0,0,14.5,217.7
61,62,A.J. Brown,TEN,WR,16,0,0,0,60,1,52,1051,8,0,0,0,0,13.6,217.1
62,63,Zach Ertz,PHI,TE,15,0,0,0,0,0,88,916,6,0,0,0,0,14.4,215.6
63,64,Le'Veon Bell,NYJ,RB,15,0,0,0,789,3,66,461,1,0,0,0,0,14.3,215.0
64,65,Daniel Jones,NYG,QB,13,3027,24,12,279,2,0,0,0,0,0,0,0,16.5,215.0
65,66,Kenyan Drake,ARI,RB,14,0,0,0,817,8,50,345,0,0,0,0,0,15.3,214.2
66,67,Davante Adams,GB,WR,12,0,0,0,0,0,83,997,5,0,0,0,0,17.7,212.7
67,68,Michael Gallup,DAL,WR,14,0,0,0,0,0,66,1107,6,0,0,0,0,15.2,212.7
68,69,Stefon Diggs,MIN,WR,15,0,0,0,61,0,63,1130,6,0,0,0,0,14.1,212.1
69,70,Mark Andrews,BAL,TE,15,0,0,0,0,0,64,852,10,0,0,0,0,13.8,207.2
70,71,Andy Dalton,CIN,QB,13,3494,16,14,73,4,1,-4,0,0,0,0,0,15.7,203.7
71,72,Mitchell Trubisky,CHI,QB,15,3138,17,10,193,2,0,0,0,0,0,0,0,13.5,202.8
72,73,Odell Beckham Jr.,CLE,WR,16,20,0,0,10,0,74,1035,4,0,0,0,0,12.6,201.3
73,74,James White,NE,RB,15,35,0,0,263,1,72,645,5,0,0,0,0,13.3,200.2
74,75,Phillip Lindsay,DEN,RB,16,0,0,0,1011,7,35,196,0,0,0,0,0,12.4,197.7
75,76,Jamison Crowder,NYJ,WR,16,0,0,0,4,0,78,833,6,0,0,0,0,12.4,197.7
76,77,Devonta Freeman,ATL,RB,14,0,0,0,656,2,59,410,4,0,0,0,0,14.1,197.6
77,78,Calvin Ridley,ATL,WR,13,0,0,0,34,0,63,866,7,0,0,0,0,15.2,197.0
78,79,Marvin Jones Jr.,DET,WR,13,0,0,0,0,0,62,779,9,0,0,0,0,14.9,193.9
79,80,T.J. Watt,PIT,OLB,16,0,0,0,0,0,0,0,0,15,2,8,4,12.1,192.9
80,81,Terry McLaurin,WAS,WR,14,0,0,0,0,0,58,919,7,0,0,0,0,13.7,191.9
81,82,Austin Hooper,ATL,TE,13,0,0,0,0,0,75,787,6,0,0,0,0,14.7,191.7
82,83,Josh Jacobs,LV,RB,13,0,0,0,1150,7,20,166,0,0,0,0,0,14.7,191.6
83,84,Emmanuel Sanders,SF,WR,17,35,1,0,0,0,66,869,5,0,0,0,0,11.2,190.3
84,85,Sam Darnold,NYJ,QB,13,3024,19,13,62,2,0,0,0,0,0,0,0,14.6,189.2
85,86,Deebo Samuel Sr.,SF,WR,15,0,0,0,159,3,57,802,3,0,0,0,0,12.6,189.1
86,87,Tyreek Hill,KC,WR,12,0,0,0,23,0,58,860,7,0,0,0,0,15.7,188.3
87,88,DK Metcalf,SEA,WR,16,0,0,0,11,0,58,900,7,0,0,0,0,11.7,187.1
88,89,Shaquil Barrett,TB,OLB,16,0,0,0,0,0,0,0,0,20,1,6,0,11.6,186.2
89,90,Cole Beasley,BUF,WR,15,0,0,0,0,0,67,778,6,0,0,0,0,12.3,184.8
90,91,Chandler Jones,ARI,OLB,15,0,0,0,0,0,0,0,0,19,0,8,3,12.3,184.6
91,92,Marlon Mack,IND,RB,14,0,0,0,1091,8,14,82,0,0,0,0,0,13.0,181.3
92,93,Melvin Gordon III,LAC,RB,12,0,0,0,612,8,42,296,1,0,0,0,0,15.1,180.8
93,94,Kyle Allen,CAR,QB,13,3322,17,16,106,2,0,0,0,0,0,0,0,13.7,177.5
94,95,Larry Fitzgerald,ARI,WR,16,0,0,0,0,0,75,804,4,0,0,0,0,11.1,177.4
95,96,Curtis Samuel,CAR,WR,16,0,0,0,130,1,54,627,6,0,0,0,0,10.7,171.7
96,97,David Montgomery,CHI,RB,16,0,0,0,889,6,25,185,1,0,0,0,0,10.7,170.4
97,98,Darius Slayton,NYG,WR,14,0,0,0,0,0,48,740,8,0,0,0,0,12.1,170.0
98,99,Jordan Hicks,ARI,ILB,16,0,0,0,0,0,0,0,0,2,3,2,1,10.5,168.7
99,100,Christian Kirk,ARI,WR,13,0,0,0,93,0,68,709,3,0,0,0,0,12.9,168.2
