,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,PASSING,PASSING,PASSING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,DEFENSE,DEFENSE,DEFENSE,DEFENSE,Unnamed: 17_level_0,Unnamed: 18_level_0
62,63,Antonio Brown,PIT,WR,16,0,0,0,41,0,69,1108,2,0,0,0,0,12.2,195.9
63,64,Jared Allen,MIN,DE,16,0,0,0,0,0,0,0,0,22,1,4,4,12.2,195.6
64,65,Reggie Wayne,IND,WR,16,0,0,0,0,0,75,960,4,0,0,0,0,12.2,195.0
65,66,Jonathan Stewart,CAR,RB,16,0,0,0,761,4,47,413,1,0,0,0,0,12.2,194.4
66,67,Frank Gore,SF,RB,16,0,0,0,1211,8,17,114,0,0,0,0,0,12.1,193.5
67,68,Ahmad Bradshaw,NYG,RB,12,0,0,0,659,9,34,267,2,0,0,0,0,16.1,192.6
68,69,Shonn Greene,NYJ,RB,16,0,0,0,1054,6,30,211,0,0,0,0,0,12.0,192.5
69,70,Brandon Pettigrew,DET,TE,16,0,0,0,0,0,83,777,5,0,0,0,0,11.9,190.7
70,71,Jabar Gaffney,WAS,WR,16,0,0,0,0,0,68,947,5,0,0,0,0,11.9,190.7
71,72,Matt Hasselbeck,TEN,QB,16,3571,18,14,52,0,0,0,0,0,0,0,0,11.9,190.0
72,73,Jason Pierre-Paul,NYG,DE,16,0,0,0,0,0,0,0,0,17,0,2,0,11.8,188.8
73,74,Michael Crabtree,SF,WR,15,0,0,0,0,0,73,880,4,0,0,0,0,12.3,185.0
74,75,David Akers,SF,K,16,14,1,0,0,0,0,0,0,0,0,0,0,11.5,184.6
75,76,Antonio Gates,LAC,TE,13,0,0,0,0,0,64,778,7,0,0,0,0,14.1,183.8
76,77,Darrius Heyward-Bey,LV,WR,15,0,0,0,0,0,64,975,4,0,0,0,0,12.2,183.5
77,78,Pierre Thomas,NO,RB,16,0,0,0,562,5,50,425,1,0,0,0,0,11.4,182.7
78,79,D'Qwell Jackson,CLE,LB,16,0,0,0,0,0,0,0,0,4,1,1,3,11.3,181.0
79,80,DeSean Jackson,PHI,WR,15,0,0,0,41,0,58,961,4,0,0,0,0,12.0,180.2
80,81,Torrey Smith,BAL,WR,16,0,0,0,39,0,50,841,7,0,0,0,0,11.2,180.0
81,82,Jermichael Finley,GB,TE,16,0,0,0,0,0,55,767,8,0,0,0,0,11.2,179.7
82,83,Vernon Davis,SF,TE,16,0,0,0,-5,0,67,792,6,0,0,0,0,11.2,179.7
83,84,Rashard Mendenhall,PIT,RB,15,0,0,0,928,9,18,154,0,0,0,0,0,11.9,178.2
84,85,Jeremy Maclin,PHI,WR,13,0,0,0,1,0,63,859,5,0,0,0,0,13.6,177.0
85,86,Chris Wells,ARI,RB,14,0,0,0,1047,10,10,52,0,0,0,0,0,12.6,175.9
86,87,Dustin Keller,NYJ,TE,16,0,0,0,0,0,65,815,5,0,0,0,0,10.9,174.5
87,88,Nate Burleson,DET,WR,16,0,0,0,85,0,73,757,3,0,0,0,0,10.8,173.2
88,89,Brent Celek,PHI,TE,16,0,0,0,0,0,62,811,5,0,0,0,0,10.8,173.1
89,90,Terrell Suggs,BAL,DE,16,0,0,0,0,0,0,0,0,14,2,7,0,10.8,172.1
90,91,London Fletcher,WAS,LB,16,0,0,0,0,0,0,0,0,2,2,2,0,10.7,171.9
91,92,Demarcus Ware,DAL,LB,16,0,0,0,0,0,0,0,0,20,0,2,1,10.6,169.4
92,93,Lance Moore,NO,WR,14,0,0,0,0,0,52,627,8,0,0,0,0,11.9,166.7
93,94,Kellen Winslow,TB,TE,16,0,0,0,0,0,75,763,2,0,0,0,0,10.3,165.3
94,95,Santonio Holmes,NYJ,WR,16,0,0,0,27,0,51,654,8,0,0,0,0,10.3,165.1
95,96,Roy Helu,WAS,RB,15,0,0,0,640,2,49,379,1,0,0,0,0,11.0,164.9
96,97,James Laurinaitis,LAR,LB,16,0,0,0,0,0,0,0,0,3,2,0,1,10.2,163.9
97,98,Anquan Boldin,BAL,WR,14,0,0,0,0,0,57,887,3,0,0,0,0,11.7,163.7
98,99,Willis McGahee,DEN,RB,15,0,0,0,1199,4,12,51,1,0,0,0,0,10.9,163.0
99,100,Cedric Benson,CIN,RB,15,0,0,0,1067,6,15,82,0,0,0,0,0,10.8,161.9
