,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,PASSING,PASSING,PASSING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,DEFENSE,DEFENSE,DEFENSE,DEFENSE,Unnamed: 17_level_0,Unnamed: 18_level_0
,RK,NAME,TEAM,POS,GP,YDS,TD,INT,YDS,TD,REC,YDS,TD,SCK,INT,FF,FR,FPTS/G,FPTS
0,1,Cooper Kupp,LAR,WR,17,0,0,0,18,0,145,1947,16,0,0,0,0,25.9,439.5
1,2,Josh Allen,BUF,QB,17,4407,36,15,763,6,0,0,0,0,0,0,0,23.7,402.6
2,3,Justin Herbert,LAC,QB,17,5014,38,15,302,3,0,0,0,0,0,0,0,22.4,380.8
3,4,Tom Brady,TB,QB,17,5316,43,12,81,2,0,0,0,0,0,0,0,22.0,374.7
4,5,Jonathan Taylor,IND,RB,17,0,0,0,1811,18,40,360,2,0,0,0,0,21.9,373.1
5,6,Patrick Mahomes,KC,QB,17,4839,37,13,381,2,0,0,0,0,0,0,0,21.3,361.7
6,7,Davante Adams,GB,WR,16,0,0,0,0,0,123,1553,11,0,0,0,0,21.5,344.3
7,8,Austin Ekeler,LAC,RB,16,0,0,0,911,12,70,647,8,0,0,0,0,21.5,343.8
8,9,Deebo Samuel Sr.,SF,WR,16,24,1,0,365,8,77,1405,6,0,0,0,0,21.2,339.0
9,10,Aaron Rodgers,GB,QB,16,4115,37,4,101,3,1,-4,0,0,0,0,0,20.8,333.3
10,11,Justin Jefferson,MIN,WR,17,35,0,0,14,0,108,1616,10,0,0,0,0,19.4,330.4
11,12,Matthew Stafford,LAR,QB,17,4886,41,17,43,0,0,0,0,0,0,0,0,19.4,329.7
12,13,Dak Prescott,DAL,QB,16,4449,37,10,146,1,0,0,0,0,0,0,0,20.0,320.6
13,14,Joe Burrow,CIN,QB,16,4611,34,14,118,2,0,0,0,0,0,0,0,19.6,314.2
14,15,Jalen Hurts,PHI,QB,15,3144,16,9,784,10,0,0,0,0,0,0,0,20.8,312.2
15,16,Ja'Marr Chase,CIN,WR,17,0,0,0,21,0,81,1455,13,0,0,0,0,17.9,304.6
16,17,Mark Andrews,BAL,TE,17,0,0,0,0,0,107,1361,9,0,0,0,0,17.7,301.1
17,18,Najee Harris,PIT,RB,17,0,0,0,1200,7,74,467,3,0,0,0,0,17.7,300.7
18,19,Kyler Murray,ARI,QB,14,3787,24,10,423,5,0,7,0,0,0,0,0,21.5,300.5
