,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,PASSING,PASSING,PASSING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,DEFENSE,DEFENSE,DEFENSE,DEFENSE,Unnamed: 17_level_0,Unnamed: 18_level_0
,RK,NAME,TEAM,POS,GP,YDS,TD,INT,YDS,TD,REC,YDS,TD,SCK,INT,FF,FR,FPTS/G,FPTS
0,1,Shaun Alexander,SEA,RB,16,0,0,0,1880,27,15,78,1,0,0,0,0,23.6,376.8
1,2,LaDainian Tomlinson,LAC,RB,16,47,3,0,1462,18,51,370,2,0,0,0,0,22.9,366.1
2,3,Larry Johnson,KC,RB,16,0,0,0,1750,20,33,343,1,0,0,0,0,22.5,360.3
3,4,Tiki Barber,NYG,RB,16,0,0,0,1860,9,54,530,2,0,0,0,0,22.4,359.0
4,5,Steve Smith,CAR,WR,16,0,0,0,25,1,103,1563,12,0,0,0,0,21.1,337.8
5,6,Edgerrin James,IND,RB,15,0,0,0,1506,13,44,337,1,0,0,0,0,20.7,310.3
6,7,Larry Fitzgerald,ARI,WR,16,0,0,0,41,0,103,1409,10,0,0,0,0,19.2,308.0
7,8,Chad Johnson,CIN,WR,16,0,0,0,33,0,97,1432,9,0,0,0,0,18.6,297.5
8,9,LaMont Jordan,LV,RB,14,0,0,0,1025,9,70,563,2,0,0,0,0,21.1,294.8
9,10,Anquan Boldin,ARI,WR,14,0,0,0,45,0,102,1402,7,0,0,0,0,20.6,288.7
10,11,Torry Holt,LAR,WR,14,0,0,0,2,0,102,1331,9,0,0,0,0,20.5,287.3
11,12,Santana Moss,WAS,WR,16,0,0,0,-3,0,84,1483,9,0,0,0,0,17.8,284.0
12,13,Joey Galloway,TB,WR,16,0,0,0,4,0,83,1287,10,0,0,0,0,17.0,272.1
13,14,Clinton Portis,WAS,RB,16,17,1,0,1516,11,30,216,0,0,0,0,0,17.0,271.9
14,15,Marvin Harrison,IND,WR,15,0,0,0,0,0,82,1146,12,0,0,0,0,17.9,268.6
15,16,Carson Palmer,CIN,QB,16,3836,32,12,41,1,0,0,0,0,0,0,0,16.6,265.5
16,17,Chris Chambers,MIA,WR,16,0,0,0,92,0,82,1118,11,0,0,0,0,16.6,265.0
17,18,Antonio Gates,LAC,TE,15,0,0,0,0,0,89,1101,10,0,0,0,0,17.3,259.1
18,19,Rudi Johnson,CIN,RB,16,0,0,0,1458,12,23,90,0,0,0,0,0,15.6,249.8
19,20,Tom Brady,NE,QB,16,4110,26,14,89,1,0,0,0,0,0,0,0,15.6,249.3
20,21,Peyton Manning,IND,QB,16,3747,28,10,45,0,0,0,0,0,0,0,0,15.1,242.4
21,22,Donald Driver,GB,WR,16,0,0,0,13,0,86,1221,5,0,0,0,0,15.0,239.4
22,23,Plaxico Burress,NYG,WR,16,0,0,0,0,0,76,1214,7,0,0,0,0,14.8,237.4
23,24,Steven Jackson,LAR,RB,15,0,0,0,1046,8,43,320,2,0,0,0,1,15.6,233.6
24,25,Hines Ward,PIT,WR,15,0,0,0,10,0,69,975,11,0,0,0,0,15.4,231.5
25,26,Matt Hasselbeck,SEA,QB,16,3459,24,9,124,1,0,0,0,0,0,0,0,14.4,230.8
26,27,Brian Westbrook,PHI,RB,12,0,0,0,617,3,61,616,4,0,0,0,0,19.0,228.3
27,28,Rod Smith,DEN,WR,16,0,0,0,7,0,85,1105,6,0,0,0,0,14.3,228.2
28,29,TJ Houshmandzadeh,CIN,WR,14,0,0,0,62,1,78,956,7,0,0,0,0,16.1,225.8
29,30,Eli Manning,NYG,QB,16,3762,24,17,80,1,0,0,0,0,0,0,0,14.0,224.5
30,31,Thomas Jones,CHI,RB,15,0,0,0,1335,9,26,143,0,0,0,0,0,14.9,223.8
31,32,T. Glenn,DAL,WR,16,0,0,0,-4,1,62,1136,7,0,0,0,0,13.9,223.2
32,33,Reggie Wayne,IND,WR,16,0,0,0,0,0,83,1055,5,0,0,0,0,13.7,218.5
33,34,Michael Vick,ATL,QB,15,2412,15,13,597,6,1,-14,0,0,0,0,0,14.5,217.8
34,35,Jake Plummer,DEN,QB,16,3366,18,7,151,2,0,0,0,0,0,0,0,13.6,217.7
35,36,Keenan McCardell,LAC,WR,16,0,0,0,6,0,70,917,9,0,0,0,0,13.5,216.3
36,37,Warrick Dunn,ATL,RB,16,0,0,0,1416,3,29,220,1,0,0,0,0,13.4,214.6
37,38,M. Anderson,DEN,RB,15,0,0,0,1014,12,18,212,1,0,0,0,0,14.3,214.6
38,39,Trent Green,KC,QB,16,4014,17,10,82,0,0,0,0,0,0,0,0,13.2,210.8
