,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,PASSING,PASSING,PASSING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,DEFENSE,DEFENSE,DEFENSE,DEFENSE,Unnamed: 17_level_0,Unnamed: 18_level_0
,RK,NAME,TEAM,POS,GP,YDS,TD,INT,YDS,TD,REC,YDS,TD,SCK,INT,FF,FR,FPTS/G,FPTS
0,1,Priest Holmes,KC,RB,14,0,0,0,1615,21,70,672,3,0,0,0,0,31.6,442.7
1,2,LaDainian Tomlinson,LAC,RB,16,0,0,0,1683,14,79,489,1,0,0,0,0,24.1,386.2
2,3,Marvin Harrison,IND,WR,16,0,0,0,10,0,143,1722,11,0,0,0,0,24.0,384.2
3,4,Ricky Williams,MIA,RB,16,0,0,0,1853,16,47,363,1,0,0,0,0,22.9,366.6
4,5,Charlie Garner,LV,RB,16,0,0,0,962,7,91,941,4,0,0,0,0,21.7,347.3
5,6,Hines Ward,PIT,WR,16,0,0,0,142,0,112,1329,12,0,0,0,0,20.9,335.1
6,7,Tiki Barber,NYG,RB,16,0,0,0,1387,11,69,597,0,0,0,0,0,20.8,333.4
7,8,Shaun Alexander,SEA,RB,16,0,0,0,1175,16,59,460,2,0,0,0,0,20.7,330.5
8,9,Terrell Owens,SF,WR,14,0,0,0,79,1,100,1300,13,0,0,0,0,23.0,321.9
9,10,Clinton Portis,DEN,RB,16,0,0,0,1508,15,33,364,2,0,0,0,0,19.9,318.2
10,11,Deuce McAllister,NO,RB,15,0,0,0,1388,13,47,352,3,0,0,0,0,21.1,317.0
11,12,Rich Gannon,LV,QB,16,4689,26,10,156,3,0,0,0,0,0,0,0,19.3,309.2
12,13,Travis Henry,BUF,RB,16,0,0,0,1438,13,43,309,1,0,0,0,0,18.9,301.7
13,14,Daunte Culpepper,MIN,QB,16,3853,18,23,609,10,0,0,0,0,0,0,0,18.4,295.0
14,15,Randy Moss,MIN,WR,16,13,1,0,51,0,106,1347,7,0,0,0,0,18.3,292.3
15,16,Michael Vick,ATL,QB,15,2936,16,8,777,8,0,16,0,0,0,0,0,19.4,290.7
16,17,Eric Moulds,BUF,WR,16,0,0,0,7,0,100,1292,10,0,0,0,0,18.1,289.9
17,18,Marshall Faulk,LAR,RB,14,0,0,0,953,8,80,537,2,0,0,0,0,20.6,289.0
18,19,Ahman Green,GB,RB,14,0,0,0,1240,7,57,393,2,0,0,0,0,19.6,274.3
19,20,Fred Taylor,JAX,RB,16,0,0,0,1314,8,49,408,0,0,0,0,0,17.1,273.2
20,21,P. Price,BUF,WR,16,0,0,0,-13,0,94,1252,9,0,0,0,0,16.9,269.9
21,22,Peyton Manning,IND,QB,16,4200,27,19,148,2,0,0,0,0,0,0,0,16.8,268.8
22,23,Jamal Lewis,BAL,RB,16,0,0,0,1327,6,47,442,1,0,0,0,0,16.6,265.9
23,24,Korey Toomer,NYG,WR,16,0,0,0,2,0,82,1343,8,0,0,0,0,16.5,264.5
24,25,Eddie George,TEN,RB,16,0,0,0,1165,12,36,255,2,0,0,0,0,16.5,264.0
25,26,Joe Horn,NO,WR,16,0,0,0,2,0,88,1312,7,0,0,0,0,16.5,263.4
26,27,Aaron Brooks,NO,QB,16,3572,27,15,253,2,0,0,0,0,0,0,0,16.4,262.2
27,28,Drew Bledsoe,BUF,QB,16,4359,24,15,67,2,0,0,0,0,0,0,0,16.2,259.1
