,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,PASSING,PASSING,PASSING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,DEFENSE,DEFENSE,DEFENSE,DEFENSE,Unnamed: 17_level_0,Unnamed: 18_level_0
,RK,NAME,TEAM,POS,GP,YDS,TD,INT,YDS,TD,REC,YDS,TD,SCK,INT,FF,FR,FPTS/G,FPTS
0,1,Patrick Mahomes,KC,QB,16,5097,50,12,272,2,0,0,0,0,0,0,0,26.1,417.1
1,2,Saquon Barkley,NYG,RB,16,0,0,0,1307,11,91,721,4,0,0,0,0,24.1,385.8
2,3,Christian McCaffrey,CAR,RB,16,50,1,0,1098,7,107,867,6,0,0,0,0,24.1,385.5
3,4,Todd Gurley II,LAR,RB,14,0,0,0,1251,17,59,580,4,0,0,0,0,26.6,372.1
4,5,Matt Ryan,ATL,QB,16,4924,35,7,125,3,1,5,1,0,0,0,0,22.2,355.0
5,6,Alvin Kamara,NO,RB,15,0,0,0,883,14,81,709,4,0,0,0,0,23.6,354.2
6,7,Ben Roethlisberger,PIT,QB,16,5129,34,16,98,3,1,-1,0,0,0,0,0,21.4,341.9
7,8,DeAndre Hopkins,HOU,WR,16,0,0,0,-7,0,115,1572,11,0,0,0,0,20.8,333.5
8,9,Deshaun Watson,HOU,QB,16,4165,26,9,551,5,0,0,0,0,0,0,0,20.7,331.7
9,10,Davante Adams,GB,WR,15,0,0,0,0,0,111,1386,13,0,0,0,0,22.0,329.6
10,11,Ezekiel Elliott,DAL,RB,15,0,0,0,1435,6,77,567,3,0,0,0,0,21.9,329.2
11,12,Tyreek Hill,KC,WR,16,0,0,0,151,1,87,1479,12,0,0,0,0,20.5,328.0
12,13,Andrew Luck,IND,QB,16,4593,39,15,148,0,1,4,0,0,0,0,0,20.5,327.9
13,14,Julio Jones,ATL,WR,16,0,0,0,12,0,113,1677,8,0,0,0,0,20.4,325.9
14,15,Antonio Brown,PIT,WR,15,0,0,0,0,0,104,1297,15,0,0,0,0,21.6,323.7
15,16,Michael Thomas,NO,WR,16,0,0,0,0,0,125,1405,9,0,0,0,0,19.7,315.5
16,17,Aaron Rodgers,GB,QB,16,4442,25,2,269,2,0,0,0,0,0,0,0,19.5,312.6
17,18,Jared Goff,LAR,QB,16,4688,32,12,108,2,0,0,0,0,0,0,0,19.4,310.3
18,19,Adam Thielen,MIN,WR,16,0,0,0,30,0,113,1373,9,0,0,0,0,19.2,307.3
19,20,Drew Brees,NO,QB,15,3992,32,5,22,4,1,1,0,0,0,0,0,20.3,305.0
20,21,Russell Wilson,SEA,QB,16,3448,35,7,376,0,1,-11,0,0,0,0,0,18.7,299.4
21,22,JuJu Smith-Schuster,PIT,WR,16,0,0,0,13,0,111,1426,7,0,0,0,0,18.6,296.9
22,23,Travis Kelce,KC,TE,16,0,0,0,0,0,103,1336,10,0,0,0,0,18.4,294.6
23,24,Mike Evans,TB,WR,16,0,0,0,0,1,86,1524,8,0,0,0,0,18.1,290.4
24,25,Dak Prescott,DAL,QB,16,3884,22,8,305,6,0,0,0,0,0,0,0,17.9,285.9
25,26,Philip Rivers,LAC,QB,16,4308,32,12,7,0,0,0,0,0,0,0,0,17.8,285.0
26,27,Kirk Cousins,MIN,QB,16,4298,30,10,123,1,1,-1,0,0,0,0,0,17.7,283.1
27,28,Cam Newton,CAR,QB,14,3395,24,13,488,4,0,0,0,0,0,0,0,20.2,282.6
28,29,Tom Brady,NE,QB,16,4355,29,11,35,2,1,6,0,0,0,0,0,17.6,281.3
29,30,Zach Ertz,PHI,TE,16,0,0,0,0,0,116,1163,8,0,0,0,0,17.5,280.3
30,31,James Conner,PIT,RB,13,0,0,0,973,12,55,497,1,0,0,0,0,21.5,280.0
31,32,James White,NE,RB,16,0,0,0,425,5,87,751,7,0,0,0,0,17.3,276.6
32,33,Melvin Gordon III,LAC,RB,12,0,0,0,885,10,50,490,4,0,0,0,0,23.0,275.5
33,34,Stefon Diggs,MIN,WR,15,0,0,0,62,0,102,1021,9,0,0,0,0,17.8,266.3
34,35,Robert Woods,LAR,WR,16,0,0,0,157,1,86,1219,6,0,0,0,0,16.6,265.6
35,36,Mitchell Trubisky,CHI,QB,14,3223,24,12,421,3,0,0,0,0,0,0,0,18.8,263.0
36,37,Keenan Allen,LAC,WR,16,0,0,0,75,0,97,1196,6,0,0,0,0,16.3,260.1
37,38,George Kittle,SF,TE,16,0,0,0,10,0,88,1377,5,0,0,0,0,16.2,258.7
38,39,David Johnson,ARI,RB,16,0,0,0,940,7,50,446,3,0,0,0,0,15.4,246.6
39,40,Joe Mixon,CIN,RB,14,0,0,0,1168,8,43,296,1,0,0,0,0,17.4,243.4
40,41,Brandin Cooks,LAR,WR,16,0,0,0,68,1,80,1204,5,0,0,0,0,15.2,243.2
41,42,Baker Mayfield,CLE,QB,14,3725,27,14,131,0,0,0,0,0,0,0,1,17.1,240.1
42,43,Eli Manning,NYG,QB,16,4299,21,11,20,1,0,0,0,0,0,0,0,15.0,240.0
43,44,T.Y. Hilton,IND,WR,14,0,0,0,0,0,76,1270,6,0,0,0,0,17.1,239.0
44,45,Tarik Cohen,CHI,RB,16,1,1,0,444,3,71,725,5,0,0,0,0,14.6,233.9
45,46,Odell Beckham Jr.,NYG,WR,12,106,2,0,19,0,77,1052,6,0,0,0,0,19.2,230.3
46,47,Kareem Hunt,KC,RB,11,0,0,0,824,7,26,378,7,0,0,0,0,20.9,230.2
47,48,Phillip Lindsay,DEN,RB,15,0,0,0,1037,9,35,241,1,0,0,0,0,14.9,222.8
48,49,Tyler Lockett,SEA,WR,16,0,0,0,69,0,57,965,10,0,0,0,0,13.9,222.4
49,50,Eric Ebron,IND,TE,16,0,0,0,-8,1,66,750,13,0,0,0,0,13.9,222.2
50,51,Tyler Boyd,CIN,WR,14,0,0,0,3,0,76,1028,7,0,0,0,0,15.8,221.1
51,52,Jarvis Landry,CLE,WR,16,63,0,0,60,1,81,976,4,0,0,0,0,13.6,217.1
52,53,Derek Carr,LV,QB,16,4049,19,10,47,1,1,-9,0,0,0,0,0,13.5,216.8
53,54,Amari Cooper,DAL,WR,15,0,0,0,20,0,75,1004,7,0,0,0,0,14.4,215.4
54,55,Case Keenum,DEN,QB,16,3890,18,15,93,2,0,0,0,0,0,0,0,13.4,214.9
55,56,Shaquille Leonard,IND,OLB,15,0,0,0,0,0,0,0,0,7,2,4,2,14.2,212.3
56,57,Matthew Stafford,DET,QB,16,3777,21,11,71,0,0,0,0,0,0,0,0,13.3,212.2
57,58,Josh Allen,BUF,QB,12,2074,10,12,631,8,0,0,0,0,0,0,0,17.3,208.1
58,59,Julian Edelman,NE,WR,12,43,0,0,107,0,74,850,6,0,0,0,0,17.3,207.4
59,60,Kenny Golladay,DET,WR,15,0,0,0,8,0,70,1063,5,0,0,1,1,13.8,207.1
60,61,Calvin Ridley,ATL,WR,16,0,0,0,27,0,64,821,10,0,0,0,0,12.9,206.8
61,62,Kenyan Drake,MIA,RB,16,0,0,0,535,4,53,477,5,0,0,0,0,12.9,206.2
62,63,Chris Carson,SEA,RB,14,0,0,0,1151,9,20,163,0,0,0,0,0,14.4,201.4
63,64,Derrick Henry,TEN,RB,16,14,0,0,1059,12,15,99,0,0,0,0,0,12.6,201.4
64,65,Aaron Donald,LAR,DT,16,0,0,0,0,0,0,0,0,21,0,4,2,12.5,199.3
65,66,Emmanuel Sanders,DEN,WR,12,28,1,0,53,1,71,868,4,0,0,0,0,16.5,198.2
66,67,Jameis Winston,TB,QB,11,2992,19,14,281,1,0,0,0,0,0,0,0,17.8,195.8
67,68,Nick Chubb,CLE,RB,16,0,0,0,996,8,20,149,2,0,0,0,0,12.2,194.5
68,69,Carson Wentz,PHI,QB,11,3074,21,7,93,0,1,4,0,0,0,0,0,17.6,193.7
69,70,Tevin Coleman,ATL,RB,16,0,0,0,800,4,32,276,5,0,0,0,0,12.1,193.6
70,71,Jared Cook,LV,TE,16,0,0,0,0,0,68,896,6,0,0,0,0,12.1,193.6
71,72,Adrian Peterson,WAS,RB,16,0,0,0,1042,7,20,208,1,0,0,0,0,11.8,189.0
72,73,Adam Humphries,TB,WR,16,0,0,0,11,0,76,816,5,0,0,0,0,11.8,188.7
73,74,Larry Fitzgerald,ARI,WR,16,32,1,0,0,0,69,734,6,0,0,0,0,11.6,185.7
74,75,Alshon Jeffery,PHI,WR,13,0,0,0,0,0,65,843,6,0,0,0,0,14.3,185.3
75,76,Chris Godwin Jr.,TB,WR,16,0,0,0,0,0,59,842,7,0,0,0,0,11.6,185.2
76,77,Corey Davis,TEN,WR,16,0,0,0,55,0,65,891,4,0,0,0,0,11.5,183.6
77,78,Golden Tate,PHI,WR,15,0,0,0,34,0,74,795,4,0,0,0,0,12.2,182.9
78,79,Sterling Shepard,NYG,WR,16,0,0,0,33,0,66,872,4,0,0,0,0,11.4,182.5
79,80,Mohamed Sanu,ATL,WR,16,5,1,0,44,0,66,838,4,0,0,0,0,11.4,182.4
80,81,Mike Williams,LAC,WR,16,0,0,0,28,1,43,664,10,0,0,0,0,11.3,180.2
81,82,Jordan Howard,CHI,RB,16,0,0,0,935,9,20,145,0,0,0,0,0,11.2,180.0
82,83,Marlon Mack,IND,RB,12,0,0,0,908,9,17,103,1,0,0,0,0,14.8,178.1
83,84,J.J. Watt,HOU,DE,16,0,0,0,0,0,0,0,0,16,0,7,0,11.0,176.6
84,85,Marcus Mariota,TEN,QB,14,2528,11,8,357,2,1,21,0,0,0,0,0,12.6,175.9
85,86,Andy Dalton,CIN,QB,11,2566,21,11,99,0,0,0,0,0,0,0,0,15.9,174.5
86,87,Dede Westbrook,JAX,WR,16,0,0,0,98,0,66,717,5,0,0,0,0,10.8,173.5
87,88,Blake Bortles,JAX,QB,13,2718,13,11,365,1,0,0,0,0,0,0,1,13.3,173.2
88,89,T.J. Yeldon,JAX,RB,14,0,0,0,414,1,55,487,4,0,0,0,0,12.4,173.1
89,90,Lamar Miller,HOU,RB,14,0,0,0,973,5,25,163,1,0,0,0,0,12.3,172.6
90,91,Aaron Jones Sr.,GB,RB,12,0,0,0,728,8,26,206,1,0,0,0,0,14.3,171.4
91,92,Austin Ekeler,LAC,RB,14,0,0,0,554,3,39,404,3,0,0,0,0,12.1,168.8
92,93,Sam Darnold,NYJ,QB,13,2865,17,15,138,1,0,0,0,0,0,0,0,13.0,168.4
93,94,Ryan Fitzpatrick,TB,QB,8,2366,17,12,152,2,0,0,0,0,0,0,0,20.7,165.8
94,95,Nelson Agholor,PHI,WR,16,15,0,0,32,0,64,736,4,0,0,0,0,10.3,165.4
95,96,Zay Jones,BUF,WR,16,0,0,0,0,0,56,652,7,0,0,0,0,10.3,165.2
96,97,Luke Kuechly,CAR,ILB,16,0,0,0,0,0,0,0,0,2,1,2,1,10.2,163.8
97,98,Austin Hooper,ATL,TE,16,0,0,0,0,0,71,660,4,0,0,0,0,10.2,163.0
98,99,Matt Breida,SF,RB,14,0,0,0,814,3,27,261,2,0,0,0,0,11.6,162.5
99,100,Nyheim Hines,IND,RB,16,0,0,0,314,2,63,425,2,0,0,0,0,10.1,160.9
