,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,PASSING,PASSING,PASSING,RUSHING,RUSHING,RECEIVING,RECEIVING,RECEIVING,DEFENSE,DEFENSE,DEFENSE,DEFENSE,Unnamed: 17_level_0,Unnamed: 18_level_0
,RK,NAME,TEAM,POS,GP,YDS,TD,INT,YDS,TD,REC,YDS,TD,SCK,INT,FF,FR,FPTS/G,FPTS
83,84,Jimmy Smith,JAX,WR,12,0,0,0,0,0,54,805,4,0,0,0,0,13.2,158.5
84,85,Jamie Sharper,HOU,LB,16,0,0,0,0,0,0,0,0,4,0,3,0,9.9,158.4
85,86,J. Morton,KC,WR,16,0,0,0,94,0,50,740,4,0,0,0,0,9.8,157.4
86,87,M. Vanderjagt,IND,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.8,157.0
87,88,Deion Branch,NE,WR,15,0,0,0,11,0,57,803,3,0,0,0,0,10.4,156.4
88,89,Tedy Bruschi,NE,LB,16,0,0,0,0,0,0,0,0,2,3,3,1,9.8,156.1
89,90,I. Hilliard,NYG,WR,13,0,0,0,19,0,60,608,6,0,0,0,0,11.9,154.7
90,91,Todd Heap,BAL,TE,16,0,0,0,21,0,57,693,3,0,0,1,0,9.7,154.4
91,92,Joey Harrington,DET,QB,16,2880,17,22,86,0,1,8,0,0,0,0,0,9.6,153.6
92,93,Muhsin Muhammad II,CAR,WR,15,0,0,0,-2,0,54,837,3,0,0,0,0,10.2,153.5
93,94,Dennis Northcutt,CLE,WR,15,0,0,0,83,0,62,729,2,0,0,0,0,10.2,153.2
94,95,B. Shaw,BUF,WR,16,0,0,0,0,0,56,732,4,0,0,0,0,9.4,151.2
95,96,Anthony Thomas,CHI,RB,13,0,0,0,1024,6,9,36,0,0,0,0,0,11.6,151.0
96,97,Zack Thomas,MIA,LB,15,0,0,0,0,0,0,0,0,1,3,1,2,10.0,149.5
97,98,M. Barrow,NYG,LB,16,0,0,0,0,0,0,0,0,2,0,3,0,9.3,149.3
98,99,T. Streets,SF,WR,16,0,0,0,0,0,47,595,7,0,0,0,0,9.3,148.5
99,100,Troy Hambrick,DAL,RB,16,0,0,0,972,5,17,99,0,0,0,0,0,9.3,148.1
